,Date,gap,Open,Open_1,mov_high,mov_low,cierre,Volume,Close
0,2021-08-12,-0.7675050183020328,84.04,84.88040000000001,-0.20075305959917125,-4.324202053713242,-2.627697324706296,3995602,82.65
1,2021-08-11,0.8227550540667641,85.78,86.6378,1.0182622365757181,-4.325825448014606,-2.2482103654524943,6531469,84.69
2,2021-08-10,-0.08186177055316032,85.44,86.2944,-0.723569547966026,-3.7017465791522994,-1.407275559016573,8272858,85.08
3,2021-08-09,1.501540041067764,79.09,79.88090000000001,8.58665838767463,-1.7662545114038677,7.046866021789931,16103450,85.51
4,2021-08-06,-0.8067518927640457,79.92,80.7192,2.1813893101021855,-3.802317168653796,-3.4678242599034665,4681577,77.92
5,2021-08-05,-2.3392529087569023,79.74,80.53739999999999,0.6240578911164444,-2.281424530714908,0.040478088440900985,4354514,80.57
6,2021-08-04,-0.5807200929152002,77.04,77.8104,5.2944079454674515,-1.6198348806843355,4.934558876448398,9308878,81.65
7,2021-08-03,-1.5323713446558584,77.11,77.8811,-0.4893356668049161,-5.676730297851481,-0.502175752525335,9686315,77.49
8,2021-08-02,0.025980774227066798,77.0,77.77,1.581586730101587,-2.13449916420213,0.6943551498007025,3971314,78.31
9,2021-07-30,-0.6896551724137947,76.32,77.08319999999999,0.6055794258671232,-1.625775785125673,-0.1338813126595508,3262409,76.98
10,2021-07-29,0.025274864147618138,79.15,79.9415,-0.9400624206451056,-4.01731265988254,-3.8672028921148716,3941159,76.85
11,2021-07-28,1.0631316445727816,77.0,77.77,1.8387553041018478,-2.0830654494020706,1.748746303201748,4977567,79.13
12,2021-07-27,0.0,77.63,78.4063,-0.16108399452595074,-8.221660759403273,-2.8266861208856993,12323750,76.19
13,2021-07-26,-2.114139068801178,80.1,80.901,0.43139145375212146,-4.821942868444143,-4.043213310095055,6524137,77.63
14,2021-07-23,0.3535291966353676,82.32,83.1432,0.1284530785440143,-3.359505046714583,-1.5794436586515734,3151347,81.83
15,2021-07-22,0.9510699536979165,80.67,81.47670000000001,0.8631915627412483,-1.6774120699537518,0.6790898502271115,4362506,82.03
16,2021-07-21,-0.2504382669671961,79.66,80.4566,0.14094555325479652,-2.4567282236634296,-0.6793724815614853,4077333,79.91
17,2021-07-20,1.9434628975265096,80.78,81.5878,-0.7449643206459757,-5.0715915859969245,-2.117718580474044,4816113,79.86
18,2021-07-19,-2.2047447137699945,75.85,76.60849999999999,4.400947675519051,-2.3868108630243268,3.434997421957097,5407203,79.24
19,2021-07-16,1.5269151138716262,78.46,79.24459999999999,-0.1698538449307484,-2.8451149983721247,-2.1258230844751433,4641499,77.56
20,2021-07-15,-0.13894151825186238,79.06,79.8506,0.5502776434992427,-5.335714446729263,-3.2192619717322084,10502400,77.28
21,2021-07-14,0.02380385622472058,84.04,84.88040000000001,-0.7544733530944879,-6.845396581542988,-6.72758375313972,10466650,79.17
22,2021-07-13,-0.23110700254218028,86.34,87.2034,-0.8639571392858526,-4.648213257739946,-3.6505457356020594,9196177,84.02
23,2021-07-12,0.973800139114293,87.1,87.97099999999999,2.1586659239976984,-3.5477600572916024,-1.6266724261404137,6761955,86.54
24,2021-07-09,0.47191528545120953,87.29,88.16290000000001,-0.978756370309972,-3.451451801154457,-2.158390887777061,3936738,86.26
25,2021-07-08,-3.6111111111111165,83.28,84.11280000000001,4.680857134704812,-1.8936475780142987,3.2898678916882904,6729494,86.88
26,2021-07-07,1.0002299379167512,87.85,88.7285,0.7004513769532873,-3.4695729106205913,-2.6242977171934507,6152961,86.4
27,2021-07-06,1.299303944315534,87.32,88.19319999999999,0.6313411918379306,-3.2578475438015597,-1.375616260664072,6301423,86.98
28,2021-07-02,1.5614075972966717,87.16,88.0316,-0.89922255190182,-3.568718505627521,-2.08061650589106,5812368,86.2
29,2021-07-01,-0.10002222716159524,89.89,90.7889,-0.8799533863721263,-7.24637042634067,-5.473025887525903,10307780,85.82
30,2021-06-30,-0.04319654427644929,92.56,93.4856,-0.6264066337489405,-3.8247601769684407,-3.7498823348194814,4366868,89.98
31,2021-06-29,-1.60146173688737,91.55,92.46549999999999,0.9133136142669545,-2.8826967896134175,0.14545965792647284,7806501,92.6
32,2021-06-28,-0.011494252873569099,86.99,87.8599,7.432400901890402,-0.9900990099009915,5.895863755820358,14046530,93.04
33,2021-06-25,0.7556675062972253,88.0,88.88,0.06750675067507006,-4.28667866786679,-2.1152115211521103,7594495,87.0
34,2021-06-24,-1.602639641762903,83.5,84.335,3.9900397225351387,-1.1561036343155207,3.5631706883263297,8836199,87.34
35,2021-06-23,0.9218825812712338,83.2,84.03200000000001,1.6874523990860528,-2.4181264280274304,0.9853389185072219,8015463,84.86
36,2021-06-22,0.6787056114410229,83.07,83.9007,-0.04850972637892302,-4.053243894270251,-1.7409866663806177,10138600,82.44
37,2021-06-21,-0.702489524279033,80.57,81.3757,2.4384429258365885,-3.4601238453248238,1.3939050601100949,11289440,82.51
38,2021-06-18,-0.012051096649801297,82.97,83.7997,-0.4769706812792835,-4.438798706916615,-3.173877710779395,11130600,81.14
39,2021-06-17,2.627436735682288,84.76,85.6076,0.855531518229688,-4.214111831192564,-3.0693536555165672,12307680,82.98
40,2021-06-16,-7.706013363028956,82.88,83.7088,3.2388470507282454,-4.573951603654575,-1.3365380939638283,43922820,82.59
41,2021-06-15,-0.10250569476082394,87.71,88.58709999999999,2.452840199080919,-1.972183308856469,1.3691609726472644,10831780,89.8
