,Date,gap,Open,Open_1,mov_high,mov_low,cierre,Volume,Close
0,2021-08-12,-1.4648437499999978,30.27,30.5727,1.1359807933221489,-4.849751575752228,-1.513441730694383,16995030,30.11
1,2021-08-11,-0.19743336623890187,30.33,30.6333,1.164419112534399,-2.459088638834208,0.2830253351744685,8909529,30.72
2,2021-08-10,1.3037809647979093,31.08,31.3908,-0.3211131924003197,-3.3156211374033076,-3.188195267403182,6163074,30.39
3,2021-08-09,0.4283360790774267,30.48,30.7848,0.9264312257997444,-1.8996387827759198,-0.34042774356176064,8373794,30.68
4,2021-08-06,-0.7974481658692184,31.1,31.411,0.4425201362579967,-4.5875648658113475,-3.3777975868326378,12098990,30.35
5,2021-08-05,-1.2847965738757865,32.27,32.5927,-0.8980538586861584,-4.518496473136622,-3.812816980489494,11401470,31.35
6,2021-08-04,1.3214505224339266,32.97,33.2997,0.9018099262155514,-3.062189749457203,-1.8309474259527976,7232572,32.69
7,2021-08-03,-2.7909738717339603,32.74,33.0674,0.06834525847210296,-4.4073619335055065,-1.5949243061141791,9729701,32.54
8,2021-08-02,4.132973944294706,34.77,35.117700000000006,0.9177708107307463,-4.549557630482642,-4.093946927048202,20534910,33.68
9,2021-07-30,-1.6960208741030645,30.14,30.4414,13.496751134967496,-1.778499017785,9.686151096861508,27405110,33.39
10,2021-07-29,1.8276762402088733,31.2,31.512,-0.35542015740036137,-5.210713379030209,-2.7037319116527048,12540450,30.66
11,2021-07-28,7.061933534743206,28.35,28.6335,7.1821467861071815,-2.1775193392355106,7.007526149440337,21094560,30.64
12,2021-07-27,-2.827429314267147,29.9,30.198999999999998,0.8311533494486614,-13.175932977913174,-12.3149773171297,24571740,26.48
13,2021-07-26,-3.4676354029062106,29.23,29.5223,6.969985400866453,-2.277261595471897,4.226296731623207,12904750,30.77
14,2021-07-23,-4.524749468569689,31.44,31.7544,-0.17131484140780842,-8.044239538457667,-4.6431360693321215,19078840,30.28
15,2021-07-22,-0.44896737503740974,33.26,33.5926,0.02202866107417726,-3.4906497264278316,-1.9724582199651044,5174408,32.93
16,2021-07-21,2.1477383664171823,31.39,31.7039,7.9362475909903765,-1.0216408706815308,5.381356867767043,15895110,33.41
17,2021-07-20,0.2292075965946309,30.61,30.9161,-0.21380445787146088,-3.2542914533204383,-0.6019517338862267,5350276,30.73
18,2021-07-19,-3.759894459102904,29.18,29.471799999999998,3.861996891944168,-2.720566779090509,3.6244817079377607,7813830,30.54
19,2021-07-16,-0.06455777921239371,30.96,31.2696,-0.19060045539437553,-4.475912707549822,-3.0368153094379213,6595474,30.32
20,2021-07-15,0.3297065611605718,30.43,30.7343,3.7602938736200255,-4.016034202828765,0.79943255580898,10706230,30.98
21,2021-07-14,-0.7687576875768757,32.27,32.5927,-0.28441951725386566,-7.83212191687096,-6.942352121794151,10839170,30.33
22,2021-07-13,-0.4876562023773352,32.65,32.9765,0.3441844950191862,-2.9915242672812545,-1.3843191363546719,6674883,32.52
23,2021-07-12,1.697045883092392,32.36,32.6836,2.5590816189159233,-2.7952857090406162,0.386738303002129,9065834,32.81
