,Date,gap,Open,Open_1,mov_high,mov_low,cierre,Volume,Close
0,2021-08-11,0.017188037126156772,58.19,58.771899999999995,-0.4626360556660498,-1.7898009082571713,-0.7178600657797243,18278631,58.35
1,2021-08-10,0.3846153846153826,57.42,57.9942,0.6307527304454585,-1.1970162533494766,0.3203768652727349,16340240,58.18
2,2021-08-09,-1.2616660905634236,57.13,57.7013,-0.31420435934719015,-1.5100179718654607,-0.8687845854426165,17828211,57.2
3,2021-08-06,0.8041958041957932,57.66,58.236599999999996,-0.28607439307925847,-1.21332632742982,-0.6466723675489233,14888490,57.86
4,2021-08-05,0.5102040816326515,57.13,57.7013,-0.0022529821685135744,-1.5100179718654607,-0.8687845854426165,15180190,57.2
5,2021-08-04,-1.7353951890034451,57.19,57.7619,0.2044600333437879,-1.6479721061807089,-1.5960347564744126,20868320,56.84
6,2021-08-03,-0.017367141368527284,57.57,58.1457,0.4545477997513121,-2.0907822934456,0.09338609733824668,18208180,58.2
7,2021-08-02,-0.03474031613688228,57.55,58.125499999999995,1.6077281055646955,-1.2481613061392964,-0.9384865506533226,20873770,57.58
8,2021-07-30,-0.08484642796537784,58.88,59.4688,-0.9900990099009885,-3.6133232888506264,-3.192934782608698,28652811,57.57
9,2021-07-29,1.3397457918241173,59.0,59.59,-0.4363148179224788,-1.7284779325390183,-1.107568383957046,18607820,58.93
10,2021-07-28,0.2939650700328579,58.0,58.58,0.08535336292250642,-1.638784568111985,-0.6145442130419929,16855289,58.22
11,2021-07-27,-0.8036935704514345,58.01,58.5901,-0.9900990099009929,-2.3555173996972165,-1.2973181476051439,16861420,57.83
12,2021-07-26,0.210378681626924,57.16,57.7316,1.5908098857471444,-1.2672435892994482,1.29634377013628,18387609,58.48
13,2021-07-23,0.3151812292067934,57.29,57.862899999999996,-0.9900990099009851,-2.407241946048327,-1.422154783116638,14088190,57.04
14,2021-07-22,-0.05193905817174712,57.73,58.3073,-0.9729484987299977,-2.8252037051964356,-2.0534307025020855,13493810,57.11
