,Date,gap,Open,Open_1,mov_high,mov_low,cierre,Volume,Close
0,2021-08-12,0.21295252411373788,240.0,242.4,-0.5156765676567656,-2.429867986798686,-1.7409240924092402,6816343,238.18
1,2021-08-11,0.352023072355591,236.61,238.9761,0.25688761344753763,-1.8395563405712916,0.2150424247445693,9663966,239.49
2,2021-08-10,-0.12916002927627818,231.97,234.2897,1.0927923848124708,-1.139486712390688,0.6360928372011192,9603454,235.78
3,2021-08-09,-1.0072191241948785,229.0,231.29,0.9857754334385408,-1.9023736434778875,0.42371049332008226,8358622,232.27
4,2021-08-06,0.7001826563451394,231.55,233.86550000000003,-0.1263546782231806,-1.4732827201960264,-1.0841701747371943,6061935,231.33
5,2021-08-05,0.022062392445841843,226.68,228.9468,1.1326648810990134,-1.0730877216890504,0.43381257130477546,8362602,229.94
6,2021-08-04,-1.1654808154000682,226.42,228.68419999999998,1.602996621541855,-1.4667388477209897,-0.8982693163760245,9756279,226.63
7,2021-08-03,0.24851335759297163,225.9,228.15900000000002,0.4124316814151421,-3.0062368786679503,0.4080487730047831,7326398,229.09
8,2021-08-02,0.3134934652066443,227.19,229.46189999999999,0.43933219414639785,-2.0011601054466914,-1.7963330731594147,8889125,225.34
9,2021-07-30,-0.967059534602603,229.39,231.6839,-0.21749461227128314,-2.7122730582487558,-2.246120684259892,9940082,226.48
10,2021-07-29,0.9154899166558728,233.69,236.0269,-0.511340020989141,-2.078957949284597,-1.8628808834925241,8667869,231.63
11,2021-07-28,5.299860529986053,234.05,236.3905,0.4651202142218093,-2.1407374661841274,-2.0392105435709174,19330500,231.57
12,2021-07-27,-1.1866282931149024,223.17,225.40169999999998,0.13234150407916703,-2.2101430468359333,-1.3893861492615038,8784223,222.27
13,2021-07-26,-0.6861682918020992,220.0,222.2,1.7641764176417714,-1.0396039603960407,1.6426642664266453,8933194,225.85
14,2021-07-23,0.9507855299497415,222.97,225.1997,-0.2529754702159957,-1.8915211698772287,-1.6339719813125848,9379453,221.52
15,2021-07-22,-0.4583445672687974,221.52,223.73520000000002,-0.6638204448830672,-2.424830782103137,-1.2806210198484707,9768898,220.87
16,2021-07-21,1.0822012433801493,219.5,221.695,1.0803130426937957,-1.2607411082793873,0.3811542885495834,11437570,222.54
17,2021-07-20,0.536257790231405,208.1,210.18099999999998,3.4203852869669578,-1.694254000123693,3.31571359923115,17027300,217.15
18,2021-07-19,-3.012767520896483,211.18,213.2918,-0.8166277372125809,-3.981306360582068,-2.954543962777747,24123600,206.99
19,2021-07-16,0.15711977015623216,223.11,225.3411,-0.5951422088558241,-3.688230864232051,-3.3731529667690454,12413420,217.74
20,2021-07-15,-0.6994876364446395,222.88,225.1088,0.6935313057508126,-1.9140966501531662,-1.04340656606939,12228650,222.76
21,2021-07-14,0.3593339176161357,229.02,231.3102,-0.341619176326854,-3.030648886214269,-2.965800902856865,12137000,224.45
22,2021-07-13,-2.526333459230342,232.27,234.5927,-0.04377800332235346,-2.7420716842425237,-2.7250208552951642,21029500,228.2
23,2021-07-12,-0.6678075044868292,237.99,240.3699,0.16645178951275055,-1.6266179750459575,-0.8652913696764899,9071492,238.29
24,2021-07-09,0.4223508045782827,237.77,240.14770000000001,0.09673213609790177,-1.6355351310880826,-0.2322320805071259,12385380,239.59
25,2021-07-08,-1.8552075243765689,227.48,229.7548,3.358014718299687,-1.5646245475611358,3.0533420846920376,17964250,236.77
26,2021-07-07,-0.4107732700940116,235.17,237.52169999999998,0.2055812163688663,-2.947814873335772,-2.4173370264695735,11497000,231.78
27,2021-07-06,0.07182693932735655,236.85,239.2185,-0.8563300915272098,-2.4030332102241285,-1.2868987975428403,11045800,236.14
28,2021-07-02,-0.07508447002877337,239.55,241.9455,-0.7586419255576137,-3.5030616399147787,-2.1763165671607876,15722450,236.68
29,2021-07-01,0.33394556687260446,240.36,242.76360000000003,-0.39692935843759675,-1.7109649057766532,-1.2496107324162418,9516185,239.73
30,2021-06-30,0.20359687818120895,236.24,238.60240000000002,1.0760998212926485,-1.0906847542187408,0.40133711982779097,12089070,239.56
31,2021-06-29,1.5752625437572931,243.74,246.1774,-0.7341859975773574,-4.272284945734259,-4.231663832667017,16743930,235.76
32,2021-06-28,-1.4695225058378316,244.73,247.1773,-0.848500246584128,-3.3568211967684767,-2.919887869962167,18151980,239.96
