,,,,"1,00%",,"0,90%","0,11%",,"-2,29%",,,,,,,,,,,,,
,A,Date,Open,Open +1%,Cond. Precio,High,% Mov.,Low,% Mov.,Close,% Cierre,Gap,Operable,Volume,Cond. Vol,Com. Prom,Com. High,Com. Low,Rdo del dia c/ SL Prom,Rdo del dia c/ TP Prom,Resultados,Resultado
,1,08/12/2021,"191,17","193,08",Si,"192,98","-0,05%","189,69","-1,76%","191,66","-0,74%","-1,89%",No,12885440,Si,"-25,61%",-150%,23%,"1,00",0,"-0,74%",0
,2,08/11/2021,"196,6","198,57",Si,"196,92","-0,83%","194,73","-1,93%","194,86","-1,87%","0,44%",No,8985075,Si,"-48,13%",-884%,15%,"1,00",0,"-1,87%",0
,3,08/10/2021,"197,27","199,24",Si,"198,45","-0,40%","195,07","-2,09%","195,73","-1,76%","1,03%",No,9983680,Si,"-42,37%",-476%,8%,"1,00",0,"-1,76%",0
,4,08/09/2021,"194,58","196,53",Si,"195,5","-0,52%","192,82","-1,89%","195,25","-0,65%","-0,92%",No,14657160,Si,"-15,39%",-594%,17%,"1,00",0,"-0,65%",0
,5,08/06/2021,"199,25","201,24",Si,"199,32","-0,96%","195,68","-2,76%","196,39","-2,41%","-0,02%",No,11967720,Si,"-30,91%",-1004%,-21%,"0,00",0,"-2,29%",0
,6,08/05/2021,"199,27","201,26",Si,"200,29","-0,48%","197,64","-1,80%","199,28","-0,99%","-0,72%",No,9881409,Si,"-42,96%",-557%,21%,"1,00",0,"-0,99%",0
,7,08/04/2021,"197,49","199,46",Si,"203,28","1,91%","196,91","-1,28%","200,71","0,62%","0,06%",Si,22327280,Si,"28,89%",1710%,44%,"1,00",1,"0,11%",1
,8,08/03/2021,"195,01","196,96",Si,"197,44","0,24%",192,"-2,52%","197,38","0,21%","-2,54%",No,20115920,Si,"16,13%",131%,-11%,"0,00",1,"-2,29%",0
,9,08/02/2021,"196,27","198,23",Si,"202,07","1,94%","196,25","-1,00%","200,09","0,94%","0,55%",Si,17889190,Si,"3,27%",1732%,56%,"1,00",1,"0,11%",1
,10,07/30/2021,"190,58","192,49",Si,"196,05","1,85%","190,49","-1,04%","195,19","1,40%","-3,52%",Si,17250600,Si,"-0,42%",1652%,54%,"1,00",1,"0,11%",1
,11,07/29/2021,"201,05","203,06",Si,"201,14","-0,95%","194,91","-4,01%","197,54","-2,72%","2,57%",No,23363230,Si,"34,87%",-995%,-76%,"0,00",0,"-2,29%",0
,12,07/28/2021,"190,23","192,13",Si,198,"3,05%","189,76","-1,23%","196,01","2,02%","2,24%",No,34535180,Si,"99,37%",2790%,46%,"1,00",1,"0,11%",1
,13,07/27/2021,"183,59","185,43",Si,"186,9","0,79%","179,67","-3,10%","186,07","0,35%","-4,26%",No,59265660,Si,"242,13%",652%,-36%,"0,00",1,"-2,29%",0
,14,07/26/2021,"198,37","200,35",Si,"198,58","-0,89%","190,88","-4,73%","191,76","-4,29%","-3,95%",No,55736770,Si,"221,76%",-938%,-108%,"0,00",0,"-2,29%",0
,15,07/23/2021,"206,29","208,35",Si,"206,89","-0,70%","203,56","-2,30%","206,53","-0,87%","-3,62%",No,25539860,Si,"47,44%",-764%,-1%,"0,00",0,"-2,29%",0
,16,07/22/2021,"212,64","214,77",Si,"216,39","0,76%","212,6","-1,01%","214,04","-0,34%","0,74%",No,10563110,Si,"-39,02%",615%,56%,"1,00",1,"0,11%",1
,17,07/21/2021,"209,15","211,24",Si,"211,85","0,29%","208,42","-1,34%","211,08","-0,08%","-0,68%",No,7650329,Si,"-55,84%",173%,41%,"1,00",1,"0,11%",1
,18,07/20/2021,209,"211,09",Si,"211,5","0,19%","207,47","-1,71%","210,59","-0,24%","0,04%",No,9986819,Si,"-42,35%",84%,25%,"1,00",1,"0,11%",1
,19,07/19/2021,"206,1","208,16",Si,"209,08","0,44%","203,24","-2,36%","208,91","0,36%","-2,83%",No,15865820,Si,"-8,41%",318%,-4%,"0,00",1,"-2,29%",0
,20,07/16/2021,"214,85","217,00",Si,"215,2","-0,83%","211,46","-2,55%","212,1","-2,26%","0,04%",No,11150240,Si,"-35,63%",-884%,-12%,"0,00",0,"-2,29%",0
,21,07/15/2021,"215,11","217,26",Si,"216,6","-0,30%","213,16","-1,89%","214,76","-1,15%","1,71%",No,14283580,Si,"-17,54%",-388%,17%,"1,00",0,"-1,15%",0
,22,07/14/2021,"215,5","217,66",Si,"216,35","-0,60%","211,03","-3,04%","211,5","-2,83%","2,86%",No,19484210,Si,"12,48%",-667%,-34%,"0,00",0,"-2,29%",0
,23,07/13/2021,"209,23","211,32",Si,"212,81","0,70%","208,19","-1,48%","209,51","-0,86%","1,82%",No,17375880,Si,"0,31%",566%,35%,"1,00",1,"0,11%",1
,24,07/12/2021,"203,9","205,94",Si,"206,46","0,25%","203,02","-1,42%","205,48","-0,22%","-0,99%",No,11259480,Si,"-35,00%",139%,38%,"1,00",1,"0,11%",1
,25,07/09/2021,"202,05","204,07",Si,"207,27","1,57%","201,5","-1,26%","205,94","0,92%","1,10%",No,16911270,Si,"-2,37%",1384%,45%,"1,00",1,"0,11%",1
,26,07/08/2021,"201,71","203,73",Si,"202,28","-0,71%","198,26","-2,68%","199,85","-1,90%","-3,02%",No,33992500,Si,"96,23%",-772%,-18%,"0,00",0,"-2,29%",0
,27,07/07/2021,"211,61","213,73",Si,"212,05","-0,78%","207,82","-2,76%",208,"-2,68%","0,00%",No,18340420,Si,"5,88%",-842%,-21%,"0,00",0,"-2,29%",0
,28,07/06/2021,"215,32","217,47",Si,"215,4","-0,95%","209,37","-3,73%","211,6","-2,70%","-1,12%",No,23719920,Si,"36,93%",-1002%,-64%,"0,00",0,"-2,29%",0
,29,07/02/2021,"219,16","221,35",Si,"219,5","-0,84%","216,46","-2,21%","217,75","-1,63%","-1,22%",No,12998040,Si,"-24,96%",-892%,3%,"1,00",0,"-1,63%",0
,30,07/01/2021,"228,07","230,35",Si,"228,85","-0,65%","221,55","-3,82%","221,87","-3,68%","0,57%",No,13327740,Si,"-23,06%",-716%,-68%,"0,00",0,"-2,29%",0
,31,06/30/2021,"226,99","229,26",Si,"227,98","-0,56%","225,68","-1,56%","226,78","-1,08%","-1,07%",No,9348629,Si,"-46,03%",-628%,31%,"1,00",0,"-1,08%",0
,32,06/29/2021,"226,7","228,97",Si,"229,64","0,29%","225,6","-1,47%","229,44","0,21%","-0,83%",No,10273760,Si,"-40,69%",178%,35%,"1,00",1,"0,11%",1
,33,06/28/2021,"229,5","231,80",Si,"230,89","-0,39%","226,72","-2,19%","228,59","-1,38%","0,44%",No,13564910,Si,"-21,69%",-469%,4%,"1,00",0,"-1,38%",0
,34,06/25/2021,"221,71","223,93",Si,"230,25","2,82%","221,1","-1,26%","228,5","2,04%","1,52%",No,27383930,Si,"58,08%",2572%,45%,"1,00",1,"0,11%",1
,35,06/24/2021,"216,99","219,16",Si,"219,58","0,19%","215,56","-1,64%","218,38","-0,36%","0,99%",No,13488240,Si,"-22,13%",81%,28%,"1,00",1,"0,11%",1
,36,06/23/2021,"214,19","216,33",Si,"216,33","0,00%","213,13","-1,48%","214,86","-0,68%","1,36%",No,13785780,Si,"-20,42%",-101%,35%,"1,00",0,"-0,68%",0
,37,06/22/2021,"210,42","212,52",Si,"211,66","-0,41%","209,86","-1,25%","211,32","-0,57%","-0,30%",No,11092090,Si,"-35,97%",-485%,45%,"1,00",0,"-0,57%",0
,38,06/21/2021,"210,55","212,66",Si,"211,78","-0,41%","208,99","-1,72%","211,06","-0,75%","-0,82%",No,9273843,Si,"-46,46%",-490%,24%,"1,00",0,"-0,75%",0
,39,06/18/2021,"212,01","214,13",Si,"213,84","-0,14%","210,59","-1,65%","212,3","-0,85%","0,19%",No,13724630,Si,"-20,77%",-228%,27%,"1,00",0,"-0,85%",0
,40,06/17/2021,"209,9","212,00",Si,"212,49","0,23%","209,77","-1,05%","211,6","-0,19%","0,28%",No,11233730,Si,"-35,15%",119%,54%,"1,00",1,"0,11%",1
,41,06/16/2021,"209,75","211,85",Si,"211,62","-0,11%","208,23","-1,71%","209,32","-1,19%","-0,15%",No,10917790,Si,"-36,97%",-202%,25%,"1,00",0,"-1,19%",0
,42,06/15/2021,"214,17","216,31",Si,"214,49","-0,84%","209,64","-3,08%","210,06","-2,89%","0,11%",No,12166960,Si,"-29,76%",-897%,-35%,"0,00",0,"-2,29%",0
,43,06/14/2021,"212,25","214,37",Si,"215,17","0,37%","212,24","-0,99%","213,94","-0,20%","0,29%",No,10773080,Si,"-37,81%",252%,56%,"1,00",1,"0,11%",1
,44,06/11/2021,"213,45","215,58",Si,"213,46","-0,99%",211,"-2,13%","211,64","-1,83%","0,18%",No,12276590,Si,"-29,13%",-1033%,7%,"1,00",0,"-1,83%",0
,45,06/10/2021,"213,5","215,64",Si,"214,8","-0,39%","212,21","-1,59%","213,07","-1,19%","0,08%",No,10735900,Si,"-38,02%",-466%,30%,"1,00",0,"-1,19%",0
,46,06/09/2021,"215,21","217,36",Si,"216,57","-0,36%","213,31","-1,86%","213,32","-1,86%","-0,28%",No,10233550,Si,"-40,92%",-445%,18%,"1,00",0,"-1,86%",0
,47,06/08/2021,"217,29","219,46",Si,"218,23","-0,56%","214,74","-2,15%","215,82","-1,66%","0,18%",No,9443049,Si,"-45,49%",-632%,5%,"1,00",0,"-1,66%",0
,48,06/07/2021,218,"220,18",Si,"218,4","-0,81%","215,69","-2,04%","216,9","-1,49%","-0,47%",No,9928599,Si,"-42,68%",-865%,10%,"1,00",0,"-1,49%",0
,49,06/04/2021,"218,28","220,46",Si,"219,08","-0,63%","217,14","-1,51%","219,02","-0,65%","0,57%",No,8999092,Si,"-48,05%",-694%,34%,"1,00",0,"-0,65%",0
,50,06/03/2021,218,"220,18",Si,"218,7","-0,67%","216,31","-1,76%","217,04","-1,43%","-0,72%",No,12448120,Si,"-28,14%",-736%,23%,"1,00",0,"-1,43%",0
,51,06/02/2021,"219,43","221,62",Si,"219,94","-0,76%","217,46","-1,88%","219,59","-0,92%","-0,02%",No,13126420,Si,"-24,22%",-819%,17%,"1,00",0,"-0,92%",0
,52,06/01/2021,"223,02","225,25",Si,"223,13","-0,94%","218,24","-3,11%","219,48","-2,56%","4,23%",No,23052850,Si,"33,08%",-991%,-37%,"0,00",0,"-2,29%",0
,53,05/28/2021,"212,76","214,89",Si,"214,53","-0,17%","212,06","-1,32%","213,96","-0,43%","0,01%",No,10401470,Si,"-39,95%",-257%,42%,"1,00",0,"-0,43%",0
,54,05/27/2021,"214,17","216,31",Si,"215,46","-0,39%","212,53","-1,75%","212,74","-1,65%","1,13%",No,18680200,Si,"7,84%",-473%,23%,"1,00",0,"-1,65%",0
,55,05/26/2021,"212,3","214,42",Si,"213,75","-0,31%","211,54","-1,34%","211,78","-1,23%","0,55%",No,9405776,Si,"-45,70%",-397%,41%,"1,00",0,"-1,23%",0
,56,05/25/2021,"212,83","214,96",Si,"214,05","-0,42%","211,01","-1,84%","211,13","-1,78%","1,14%",No,14116060,Si,"-18,51%",-500%,19%,"1,00",0,"-1,78%",0
,57,05/24/2021,"210,03","212,13",Si,"212,01","-0,06%","208,7","-1,62%","210,44","-0,80%","-0,49%",No,15884250,Si,"-8,30%",-154%,29%,"1,00",0,"-0,80%",0
,58,05/21/2021,"215,23","217,38",Si,"215,89","-0,69%","209,87","-3,46%","211,06","-2,91%","-0,81%",No,22825520,Si,"31,77%",-750%,-52%,"0,00",0,"-2,29%",0
,59,05/20/2021,213,"215,13",Si,"217,63","1,16%","212,63","-1,16%","216,99","0,86%","0,22%",Si,19123430,Si,"10,40%",1000%,49%,"1,00",1,"0,11%",1
,60,05/19/2021,"211,1","213,21",Si,"212,91","-0,14%","210,12","-1,45%","212,54","-0,31%","-1,23%",No,17030420,Si,"-1,69%",-234%,36%,"1,00",0,"-0,31%",0
,61,05/18/2021,"212,5","214,63",Si,"215,17","0,25%","211,42","-1,49%","213,72","-0,42%","0,69%",No,19519450,Si,"12,68%",140%,34%,"1,00",1,"0,11%",1
,62,05/17/2021,"210,62","212,73",Si,"213,15","0,20%","209,44","-1,54%","211,05","-0,79%","0,53%",No,20513720,Si,"18,42%",89%,32%,"1,00",1,"0,11%",1
,63,05/14/2021,"209,92","212,02",Si,"210,94","-0,51%","206,02","-2,83%","209,51","-1,18%","1,86%",No,31626840,Si,"82,58%",-582%,-24%,"0,00",0,"-2,29%",0
,64,05/13/2021,"213,15","215,28",Si,"215,5","0,10%","204,39","-5,06%","206,08","-4,27%","-3,07%",No,51693880,Si,"198,42%",-4%,-122%,"0,00",0,"-2,29%",0
,65,05/12/2021,"224,74","226,99",Si,"225,29","-0,75%",219,"-3,52%","219,9","-3,12%","1,52%",No,20366880,Si,"17,57%",-808%,-55%,"0,00",0,"-2,29%",0
,66,05/11/2021,"213,71","215,85",Si,"221,39","2,57%",213,"-1,32%","221,38","2,56%","-2,65%",Si,13887680,Si,"-19,83%",2330%,42%,"1,00",1,"0,11%",1
,67,05/10/2021,"222,87","225,10",Si,"222,87","-0,99%","218,56","-2,90%","219,53","-2,47%","-1,08%",No,17266710,Si,"-0,32%",-1037%,-28%,"0,00",0,"-2,29%",0
,68,05/07/2021,"227,9","230,18",Si,"228,79","-0,60%","225,05","-2,23%","225,31","-2,12%","0,65%",No,10550050,Si,"-39,10%",-671%,2%,"1,00",0,"-2,12%",0
,69,05/06/2021,"227,11","229,38",Si,"228,44","-0,41%","222,88","-2,83%","226,42","-1,29%","0,15%",No,12247670,Si,"-29,30%",-488%,-24%,"0,00",0,"-2,29%",0
,70,05/05/2021,228,"230,28",Si,"229,3","-0,43%","226,73","-1,54%","226,78","-1,52%","0,04%",No,7243206,Si,"-58,19%",-503%,32%,"1,00",0,"-1,52%",0
,71,05/04/2021,"230,25","232,55",Si,"231,48","-0,46%","225,45","-3,05%","227,9","-2,00%","-0,20%",No,13260490,Si,"-23,45%",-536%,-34%,"0,00",0,"-2,29%",0
,72,05/03/2021,"231,27","233,58",Si,"236,17","1,11%","230,41","-1,36%","230,71","-1,23%","0,14%",Si,13620870,Si,"-21,37%",948%,40%,"1,00",1,"0,11%",1
,73,04/30/2021,"231,77","234,09",Si,"233,85","-0,10%","230,51","-1,53%","230,95","-1,34%","-1,03%",No,9326397,Si,"-46,16%",-196%,33%,"1,00",0,"-1,34%",0
,74,04/29/2021,"237,79","240,17",Si,"238,05","-0,88%","232,6","-3,15%","234,18","-2,49%","0,45%",No,9552775,Si,"-44,85%",-934%,-38%,"0,00",0,"-2,29%",0
,75,04/28/2021,"237,57","239,95",Si,"239,22","-0,30%","236,33","-1,51%","236,72","-1,34%","0,70%",No,9187713,Si,"-46,96%",-386%,34%,"1,00",0,"-1,34%",0
,76,04/27/2021,"233,44","235,77",Si,"236,93","0,49%","232,08","-1,57%","235,92","0,06%","0,32%",No,11646350,Si,"-32,77%",364%,31%,"1,00",1,"0,11%",1
,77,04/26/2021,"231,5","233,82",Si,"233,49","-0,14%","230,82","-1,28%","232,7","-0,48%","-0,25%",No,7792876,Si,"-55,01%",-232%,44%,"1,00",0,"-0,48%",0
,78,04/23/2021,"230,65","232,96",Si,233,"0,02%","230,51","-1,05%","232,08","-0,38%","0,57%",No,8972039,Si,"-48,21%",-82%,54%,"1,00",0,"-0,38%",0
,79,04/22/2021,"228,77","231,06",Si,234,"1,27%","227,82","-1,40%","229,35","-0,74%","-0,29%",Si,11986210,Si,"-30,81%",1105%,38%,"1,00",1,"0,11%",1
,80,04/21/2021,"229,33","231,62",Si,"229,49","-0,92%","226,07","-2,40%","229,44","-0,94%","-0,24%",No,14315890,Si,"-17,36%",-972%,-5%,"0,00",0,"-2,29%",0
,81,04/20/2021,"232,87","235,20",Si,"234,63","-0,24%","228,43","-2,88%","229,88","-2,26%","-0,81%",No,12093950,Si,"-30,18%",-329%,-26%,"0,00",0,"-2,29%",0
,82,04/19/2021,"237,44","239,81",Si,"238,42","-0,58%","232,81","-2,92%","234,78","-2,10%","-0,52%",No,11216020,Si,"-35,25%",-650%,-28%,"0,00",0,"-2,29%",0
,83,04/16/2021,"241,89","244,31",Si,"241,89","-0,99%","237,82","-2,66%","238,69","-2,30%","1,17%",No,14418800,Si,"-16,76%",-1037%,-17%,"0,00",0,"-2,29%",0
,84,04/15/2021,240,"242,40",Si,"240,95","-0,60%","238,13","-1,76%","239,09","-1,37%","0,32%",No,11288940,Si,"-34,83%",-666%,23%,"1,00",0,"-1,37%",0
,85,04/14/2021,"244,37","246,81",Si,"245,09","-0,70%","238,65","-3,31%","239,23","-3,07%","1,03%",No,12405170,Si,"-28,39%",-761%,-45%,"0,00",0,"-2,29%",0
,86,04/13/2021,"243,66","246,10",Si,"245,69","-0,17%","239,69","-2,60%","241,89","-1,71%","-0,14%",No,20793040,Si,"20,03%",-256%,-14%,"0,00",0,"-2,29%",0
,87,04/12/2021,"237,89","240,27",Si,"244,91","1,93%","236,65","-1,51%","244,01","1,56%","6,53%",No,57500270,Si,"231,94%",1728%,34%,"1,00",1,"0,11%",1
,88,04/09/2021,"224,85","227,10",Si,"225,07","-0,89%","221,32","-2,54%","223,31","-1,67%","-1,49%",No,19763030,Si,"14,09%",-945%,-12%,"0,00",0,"-2,29%",0
,89,04/08/2021,"228,5","230,79",Si,"229,42","-0,59%","226,62","-1,80%","228,24","-1,10%","1,37%",No,12211330,Si,"-29,51%",-660%,21%,"1,00",0,"-1,10%",0
,90,04/07/2021,"226,11","228,37",Si,"228,19","-0,08%","224,8","-1,56%","225,42","-1,29%","-1,93%",No,18034850,Si,"4,11%",-175%,31%,"1,00",0,"-1,29%",0
,91,04/06/2021,"226,03","228,29",Si,232,"1,62%","225,74","-1,12%","230,57","1,00%","0,32%",Si,18100360,Si,"4,49%",1438%,51%,"1,00",1,"0,11%",1
,92,04/05/2021,"226,53","228,80",Si,"226,57","-0,97%","222,52","-2,74%","225,3","-1,53%","0,97%",No,14962140,Si,"-13,63%",-1020%,-20%,"0,00",0,"-2,29%",0
,93,04/01/2021,"230,68","232,99",Si,"231,25","-0,75%","223,5","-4,07%","224,36","-3,70%","1,74%",No,23497460,Si,"35,65%",-805%,-79%,"0,00",0,"-2,29%",0
,94,03/31/2021,"229,89","232,19",Si,"231,52","-0,29%","226,47","-2,46%","226,73","-2,35%","0,28%",No,16825400,Si,"-2,87%",-373%,-8%,"0,00",0,"-2,29%",0
,95,03/30/2021,"229,27","231,56",Si,"230,45","-0,48%","226,64","-2,13%","229,25","-1,00%","-1,12%",No,14828660,Si,"-14,40%",-555%,7%,"1,00",0,"-1,00%",0
,96,03/29/2021,"225,49","227,74",Si,"232,38","2,04%","225,1","-1,16%","231,86","1,81%","-0,78%",Si,18029110,Si,"4,08%",1826%,49%,"1,00",1,"0,11%",1
,97,03/26/2021,222,"224,22",Si,"229,24","2,24%","220,42","-1,69%","227,26","1,36%","-0,32%",Si,22030750,Si,"27,18%",2019%,26%,"1,00",1,"0,11%",1
,98,03/25/2021,225,"227,25",Si,"229,24","0,88%","222,5","-2,09%","222,72","-1,99%","-2,00%",No,24819820,Si,"43,28%",729%,8%,"1,00",1,"0,11%",1
,99,03/24/2021,"236,83","239,20",Si,"237,3","-0,79%","229,24","-4,16%","229,59","-4,02%","-0,35%",No,15949850,Si,"-7,92%",-851%,-83%,"0,00",0,"-2,29%",0
,100,03/23/2021,"237,3","239,67",Si,"241,12","0,60%","235,5","-1,74%","237,67","-0,84%","0,08%",No,12295570,Si,"-29,02%",471%,24%,"1,00",1,"0,11%",1
,101,03/22/2021,"235,86","238,22",Si,"238,53","0,13%",235,"-1,35%","237,12","-0,46%","-1,64%",No,12063170,Si,"-30,36%",24%,41%,"1,00",1,"0,11%",1
,102,03/19/2021,"239,66","242,06",Si,"241,6","-0,19%","236,88","-2,14%","239,79","-0,94%","1,37%",No,15959660,Si,"-7,87%",-278%,6%,"1,00",0,"-0,94%",0
,103,03/18/2021,"238,56","240,95",Si,"239,5","-0,60%","235,56","-2,24%","236,43","-1,87%","2,24%",No,14836080,Si,"-14,35%",-668%,2%,"1,00",0,"-1,87%",0
,104,03/17/2021,"226,5","228,77",Si,"235,63","3,00%","225,81","-1,29%","233,34","2,00%","-0,19%",Si,16949510,Si,"-2,15%",2740%,43%,"1,00",1,"0,11%",1
,105,03/16/2021,"228,07","230,35",Si,"229,85","-0,22%","225,53","-2,09%","226,93","-1,48%","-0,96%",No,19336590,Si,"11,63%",-306%,8%,"1,00",0,"-1,48%",0
,106,03/15/2021,"228,41","230,69",Si,"230,45","-0,11%","226,26","-1,92%","230,28","-0,18%","-1,49%",No,14520330,Si,"-16,18%",-200%,16%,"1,00",0,"-0,18%",0
,107,03/12/2021,"233,7","236,04",Si,"235,45","-0,25%","229,71","-2,68%","231,87","-1,77%","-2,95%",No,17778450,Si,"2,63%",-335%,-18%,"0,00",0,"-2,29%",0
,108,03/11/2021,"237,2","239,57",Si,"241,72","0,90%",235,"-1,91%","240,8","0,51%","1,24%",No,15162530,Si,"-12,47%",748%,16%,"1,00",1,"0,11%",1
,109,03/10/2021,241,"243,41",Si,"241,33","-0,85%","233,64","-4,01%","234,3","-3,74%","1,20%",No,10491180,Si,"-39,44%",-909%,-76%,"0,00",0,"-2,29%",0
,110,03/09/2021,"233,38","235,71",Si,"238,74","1,28%","233,08","-1,12%","238,14","1,03%","2,95%",No,15291260,Si,"-11,73%",1115%,51%,"1,00",1,"0,11%",1
,111,03/08/2021,"229,02","231,31",Si,"230,81","-0,22%","226,53","-2,07%","226,69","-2,00%","-2,08%",No,17138380,Si,"-1,06%",-305%,9%,"1,00",0,"-2,00%",0
,112,03/05/2021,"235,42","237,77",Si,"236,43","-0,57%","228,34","-3,97%","233,89","-1,63%","2,13%",No,15988380,Si,"-7,70%",-635%,-74%,"0,00",0,"-2,29%",0
,113,03/04/2021,235,"237,35",Si,"236,37","-0,41%","228,36","-3,79%","230,5","-2,89%","-0,54%",No,22964850,Si,"32,57%",-491%,-66%,"0,00",0,"-2,29%",0
,114,03/03/2021,"237,5","239,88",Si,"239,61","-0,11%","234,45","-2,26%","236,27","-1,50%","1,31%",No,13571670,Si,"-21,65%",-205%,1%,"1,00",0,"-1,50%",0
,115,03/02/2021,"238,79","241,18",Si,"241,2","0,01%","234,27","-2,86%","234,42","-2,80%","-1,20%",No,14644190,Si,"-15,46%",-91%,-26%,"0,00",0,"-2,29%",0
,116,03/01/2021,"241,05","243,46",Si,"242,79","-0,28%","239,26","-1,73%","241,69","-0,73%","1,38%",No,14043350,Si,"-18,93%",-361%,24%,"1,00",0,"-0,73%",0
,117,02/26/2021,"244,63","247,08",Si,"244,9","-0,88%","237,65","-3,82%","237,76","-3,77%","1,85%",No,17470660,Si,"0,85%",-933%,-68%,"0,00",0,"-2,29%",0
,118,02/25/2021,250,"252,50",Si,"250,34","-0,86%","240,07","-4,92%","240,18","-4,88%","-0,14%",No,17967250,Si,"3,72%",-909%,-116%,"0,00",0,"-2,29%",0
,119,02/24/2021,252,"254,52",Si,252,"-0,99%","248,1","-2,52%","250,34","-1,64%","-0,30%",No,12831650,Si,"-25,93%",-1037%,-11%,"0,00",0,"-2,29%",0
,120,02/23/2021,"247,31","249,78",Si,"254,9","2,05%","241,62","-3,27%","252,75","1,19%","-2,63%",Si,15980270,Si,"-7,75%",1838%,-44%,"0,00",1,"-2,29%",0
,121,02/22/2021,"257,99","260,57",Si,"259,46","-0,43%",254,"-2,52%",254,"-2,52%","-2,12%",No,14403490,Si,"-16,85%",-503%,-11%,"0,00",0,"-2,29%",0
,122,02/19/2021,"266,05","268,71",Si,"269,39","0,25%","262,85","-2,18%","263,59","-1,91%","0,58%",No,14718440,Si,"-15,03%",139%,4%,"1,00",1,"0,11%",1
,123,02/18/2021,"265,23","267,88",Si,"266,18","-0,64%","262,33","-2,07%","264,51","-1,26%","-2,07%",No,15382350,Si,"-11,20%",-701%,9%,"1,00",0,"-1,26%",0
,124,02/17/2021,"270,89","273,60",Si,"272,32","-0,47%","267,81","-2,12%","270,83","-1,01%","0,07%",No,13262400,Si,"-23,44%",-542%,7%,"1,00",0,"-1,01%",0
,125,02/16/2021,271,"273,71",Si,"274,29","0,21%","270,4","-1,21%","270,7","-1,10%","1,18%",No,16708660,Si,"-3,54%",101%,47%,"1,00",1,"0,11%",1
,126,02/12/2021,"269,09","271,78",Si,"270,25","-0,56%","265,68","-2,24%","267,85","-1,45%","0,06%",No,9355082,Si,"-45,99%",-633%,1%,"1,00",0,"-1,45%",0
,127,02/11/2021,"268,75","271,44",Si,"274,26","1,04%","267,2","-1,56%","268,93","-0,92%","0,36%",Si,15295790,Si,"-11,70%",884%,31%,"1,00",1,"0,11%",1
,128,02/10/2021,"268,7","271,39",Si,"270,4","-0,36%","264,6","-2,50%","267,79","-1,33%","0,83%",No,13090790,Si,"-24,43%",-444%,-10%,"0,00",0,"-2,29%",0
,129,02/09/2021,263,"265,63",Si,"267,2","0,59%","262,54","-1,16%","266,49","0,32%","0,16%",No,12432770,Si,"-28,23%",459%,49%,"1,00",1,"0,11%",1
,130,02/08/2021,"264,98","267,63",Si,265,"-0,98%","261,82","-2,17%","262,59","-1,88%","-0,26%",No,10758150,Si,"-37,90%",-1030%,5%,"1,00",0,"-1,88%",0
,131,02/05/2021,"264,61","267,26",Si,"266,45","-0,30%","263,21","-1,51%","265,67","-0,59%","-0,88%",No,11018670,Si,"-36,39%",-385%,34%,"1,00",0,"-0,59%",0
,132,02/04/2021,"269,58","272,28",Si,"269,99","-0,84%","265,56","-2,47%","266,96","-1,95%","2,33%",No,16762980,Si,"-3,23%",-894%,-8%,"0,00",0,"-2,29%",0
,133,02/03/2021,"264,7","267,35",Si,"268,28","0,35%","261,25","-2,28%","263,43","-1,47%","4,01%",No,29179690,Si,"68,45%",230%,0%,"1,00",1,"0,11%",1
,134,02/02/2021,"264,57","267,22",Si,265,"-0,83%","254,04","-4,93%","254,5","-4,76%","-0,05%",No,30534340,Si,"76,27%",-885%,-117%,"0,00",0,"-2,29%",0
,135,02/01/2021,"258,8","261,39",Si,265,"1,38%","255,2","-2,37%","264,69","1,26%","1,96%",No,15289300,Si,"-11,74%",1208%,-4%,"0,00",1,"-2,29%",0
,136,01/29/2021,"256,03","258,59",Si,"258,9","0,12%","252,3","-2,43%","253,83","-1,84%","-1,81%",No,14692990,Si,"-15,18%",13%,-7%,"0,00",1,"-2,29%",0
,137,01/28/2021,"259,17","261,76",Si,"261,57","-0,07%","257,33","-1,69%","260,76","-0,38%","-0,41%",No,10244930,Si,"-40,86%",-169%,26%,"1,00",0,"-0,38%",0
,138,01/27/2021,"265,13","267,78",Si,"265,92","-0,70%","259,95","-2,92%","260,25","-2,81%","-0,30%",No,16050390,Si,"-7,34%",-758%,-28%,"0,00",0,"-2,29%",0
,139,01/26/2021,"263,8","266,44",Si,266,"-0,16%","261,12","-2,00%","265,92","-0,19%","0,93%",No,14681230,Si,"-15,25%",-256%,12%,"1,00",0,"-0,19%",0
,140,01/25/2021,"263,62","266,26",Si,"265,2","-0,40%","257,85","-3,16%","261,38","-1,83%","1,93%",No,19478550,Si,"12,45%",-475%,-39%,"0,00",0,"-2,29%",0
,141,01/22/2021,"256,8","259,37",Si,"260,33","0,37%","255,5","-1,49%","258,62","-0,29%","-1,23%",No,13518250,Si,"-21,96%",251%,34%,"1,00",1,"0,11%",1
,142,01/21/2021,"264,13","266,77",Si,"264,6","-0,81%","257,9","-3,33%",260,"-2,54%","-0,51%",No,20709880,Si,"19,55%",-870%,-46%,"0,00",0,"-2,29%",0
,143,01/20/2021,"267,5","270,18",Si,269,"-0,43%","262,7","-2,77%","265,49","-1,73%","6,30%",No,44640840,Si,"157,70%",-512%,-22%,"0,00",0,"-2,29%",0
