,,,"1,00%",,"3,00%","2,46%",,"-3,94%",,,,,,,,,,,,,
,Date,Open,Open +1%,Cond. Precio,High,% Mov.,Low,% Mov.,Close,% Cierre,Gap,Operable,Volume,Cond. Vol,Com. Prom,Com. High,Com. Low,Rdo del dia c/ SL Prom,Rdo del dia c/ TP Prom,Resultados,Resultado
,09/10/2020,"57,04","57,61",Si,"60,32","4,70%","56,87","-1,29%","57,56","-0,09%","0,25%",Si,7985321,Si,"-45,70%",92%,67%,"1,00",1,"2,46%",1
,09/09/2020,"56,03","56,59",Si,"57,19","1,06%","54,51","-3,68%","56,9","0,55%","3,11%",No,9355441,Si,"-36,39%",-57%,7%,"1,00",0,"0,55%",1
,09/08/2020,"57,75","58,33",Si,"58,6","0,47%","54,21","-7,06%","54,34","-6,84%","-7,75%",No,17706211,Si,"20,39%",-81%,-79%,"0,00",0,"-3,94%",0
,09/04/2020,"64,99","65,64",Si,65,"-0,97%","59,01","-10,10%","62,6","-4,63%","0,23%",No,11653290,Si,"-20,76%",-140%,-156%,"0,00",0,"-3,94%",0
,09/03/2020,"65,65","66,31",Si,"69,35","4,59%","64,3","-3,03%","64,84","-2,21%","1,44%",No,14307320,Si,"-2,72%",87%,23%,"1,00",1,"2,46%",1
,09/02/2020,"62,84","63,47",Si,"64,89","2,24%","61,38","-3,29%","64,72","1,97%","-0,76%",Si,9874614,Si,"-32,86%",-9%,16%,"1,00",0,"1,97%",1
,09/01/2020,"63,54","64,18",Si,"64,5","0,51%","62,5","-2,61%","63,32","-1,33%","-2,08%",No,8200671,Si,"-44,24%",-79%,34%,"1,00",0,"-1,33%",0
,08/31/2020,"67,14","67,81",Si,"67,2","-0,90%","62,54","-7,77%","64,89","-4,31%","-0,52%",No,15271800,Si,"3,84%",-137%,-97%,"0,00",0,"-3,94%",0
,08/28/2020,"68,04","68,72",Si,"68,95","0,33%","67,15","-2,29%","67,49","-1,79%","0,01%",No,6383705,Si,"-56,59%",-86%,42%,"1,00",0,"-1,79%",0
,08/27/2020,"69,98","70,68",Si,"70,32","-0,51%","67,01","-5,19%","68,03","-3,75%","-0,74%",No,9262562,Si,"-37,02%",-121%,-32%,"0,00",0,"-3,94%",0
,08/26/2020,"67,62","68,30",Si,"71,64","4,90%","66,03","-3,32%","70,5","3,23%","2,07%",No,28768080,Si,"95,61%",100%,16%,"1,00",1,"2,46%",1
,08/25/2020,"64,32","64,96",Si,"66,7","2,67%","63,55","-2,18%","66,25","1,98%","-0,86%",Si,7798501,Si,"-46,97%",9%,45%,"1,00",1,"2,46%",1
,08/24/2020,"67,15","67,82",Si,"67,85","0,04%","62,88","-7,29%","64,88","-4,34%","1,05%",No,13143240,Si,"-10,63%",-98%,-85%,"0,00",0,"-3,94%",0
,08/21/2020,"67,5","68,18",Si,"68,02","-0,23%","65,6","-3,78%","66,45","-2,53%","-0,46%",No,6935608,Si,"-52,84%",-109%,4%,"1,00",0,"-2,53%",0
,08/20/2020,"67,79","68,47",Si,68,"-0,68%","66,63","-2,68%","67,81","-0,96%","-0,31%",No,6346700,Si,"-56,85%",-128%,32%,"1,00",0,"-0,96%",0
,08/19/2020,"66,74","67,41",Si,"69,17","2,61%","66,6","-1,20%",68,"0,88%","-0,43%",Si,8558809,Si,"-41,81%",7%,70%,"1,00",1,"2,46%",1
,08/18/2020,"68,28","68,96",Si,"69,7","1,07%","65,23","-5,41%","67,03","-2,80%","-2,12%",Si,11329150,Si,"-22,97%",-56%,-37%,"0,00",0,"-3,94%",0
,08/17/2020,"69,14","69,83",Si,"70,78","1,36%","68,38","-2,08%","69,76","-0,10%","-0,01%",Si,8749112,Si,"-40,51%",-45%,47%,"1,00",0,"-0,10%",0
,08/14/2020,"68,06","68,74",Si,"70,36","2,36%","67,86","-1,28%","69,15","0,60%","0,34%",Si,12799580,Si,"-12,97%",-4%,67%,"1,00",0,"0,60%",1
,08/13/2020,"69,09","69,78",Si,"69,18","-0,86%","67,05","-3,91%","67,83","-2,80%","-0,62%",No,15055930,Si,"2,37%",-135%,1%,"1,00",0,"-2,80%",0
,08/12/2020,"75,67","76,43",Si,"75,75","-0,89%","68,3","-10,63%","69,52","-9,04%","9,71%",No,50471488,Si,"243,18%",-136%,-170%,"0,00",0,"-3,94%",0
,08/11/2020,"69,52","70,22",Si,"71,4","1,69%",67,"-4,58%","68,97","-1,77%","-3,46%",Si,18118730,Si,"23,20%",-31%,-16%,"0,00",0,"-3,94%",0
,08/10/2020,"74,27","75,01",Si,75,"-0,02%","71,41","-4,80%","72,01","-4,00%",#DIV/0!,#DIV/0!,8678274,Si,"-40,99%",-101%,-22%,"0,00",0,"-3,94%",0
,,,,,,"2,45%",,"-3,94%",,,,,"14707167,12",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"0,50%","69,09%",Ganadoras,,,,
,Desvio Estandard,,,,,,,,,,,,,,,"30,91%",Perdedoras,,,,
,"1,46%",,,,,,,,,,,,,,,"7,00%",Rdo Final,,,,
,"18,86%",,,,,,,,,,,,,,,,,,,,
,"1,17%",,,,,,,,,,,,,,"0,90%","67,31%",Ganadoras,,,,
,"7,29%",,,,,,,,,,,,,,,"32,69%",Perdedoras,,,,
,"11,35%",,,,,,,,,,,,,,,"-15,40%",Rdo Final,,,,
,"9,94%",,,,,,,,,,,,,,,,,,,,
,"2,72%",,,,,,,,,,,,,,"1,00%","68,32%",Ganadoras,,,,
,"1,84%",,,,,,,,,,,,,,,"31,68%",Perdedoras,,,,
,"1,82%",,,,,,,,,,,,,,,"-7,65%",Rdo Final,,,,
,"2,30%",,,,,,,,,,,,,,,,,,,,
,"8,09%",,,,,,,,,,,,,,"1,10%","69,70%",Ganadoras,,,,
,"10,61%",,,,,,,,,,,,,,,"30,30%",Perdedoras,,,,
,"4,85%",,,,,,,,,,,,,,,"-5,72%",Rdo Final,,,,
,"4,30%",,,,,,,,,,,,,,,,,,,,
,"3,90%",,,,,,,,,,,,,,"1,50%","74,42%",Ganadoras,,,,
,"7,16%",,,,,,,,,,,,,,,"25,58%",Perdedoras,,,,
,"6,71%",,,,,,,,,,,,,,,"14,92%",Rdo Final,,,,
,"1,36%",,,,,,,,,,,,,,,,,,,,
,"1,08%",,,,,,,,,,,,,,,,,,,,
,"4,03%",,,,,,,,,,,,,,,,,,,,
,"1,13%",,,,,,,,,,,,,,,,,,,,
,"2,28%",,,,,,,,,,,,,,,,,,,,
,"1,41%",,,,,,,,,,,,,,,,,,,,
,"3,30%",,,,,,,,,,,,,,,,,,,,
,"8,86%",,,,,,,,,,,,,,,,,,,,
,"4,83%",,,,,,,,,,,,,,,,,,,,
,"4,72%",,,,,,,,,,,,,,,,,,,,
,"3,46%",,,,,,,,,,,,,,,,,,,,
,"2,31%",,,,,,,,,,,,,,,,,,,,
,"3,07%",,,,,,,,,,,,,,,,,,,,
,"6,63%",,,,,,,,,,,,,,,,,,,,
,"2,09%",,,,,,,,,,,,,,,,,,,,
,"6,00%",,,,,,,,,,,,,,,,,,,,
,"9,36%",,,,,,,,,,,,,,,,,,,,
,"3,75%",,,,,,,,,,,,,,,,,,,,
,"2,99%",,,,,,,,,,,,,,,,,,,,
,"3,51%",,,,,,,,,,,,,,,,,,,,
,"5,33%",,,,,,,,,,,,,,,,,,,,
,"7,27%",,,,,,,,,,,,,,,,,,,,
,"1,86%",,,,,,,,,,,,,,,,,,,,
,"6,79%",,,,,,,,,,,,,,,,,,,,
,"5,20%",,,,,,,,,,,,,,,,,,,,
,"2,34%",,,,,,,,,,,,,,,,,,,,
,"4,44%",,,,,,,,,,,,,,,,,,,,
,"1,57%",,,,,,,,,,,,,,,,,,,,
,"1,18%",,,,,,,,,,,,,,,,,,,,
,"4,14%",,,,,,,,,,,,,,,,,,,,
,"2,38%",,,,,,,,,,,,,,,,,,,,
,"4,22%",,,,,,,,,,,,,,,,,,,,
,"1,14%",,,,,,,,,,,,,,,,,,,,
,"1,25%",,,,,,,,,,,,,,,,,,,,
,"1,13%",,,,,,,,,,,,,,,,,,,,
,"2,30%",,,,,,,,,,,,,,,,,,,,
,"5,87%",,,,,,,,,,,,,,,,,,,,
,"2,78%",,,,,,,,,,,,,,,,,,,,
,"3,36%",,,,,,,,,,,,,,,,,,,,
,"6,46%",,,,,,,,,,,,,,,,,,,,
,"7,93%",,,,,,,,,,,,,,,,,,,,
,"7,75%",,,,,,,,,,,,,,,,,,,,
,"5,42%",,,,,,,,,,,,,,,,,,,,
,"1,53%",,,,,,,,,,,,,,,,,,,,
,"8,27%",,,,,,,,,,,,,,,,,,,,
,"2,46%",,,,,,,,,,,,,,,,,,,,
,"1,83%",,,,,,,,,,,,,,,,,,,,
,"5,61%",,,,,,,,,,,,,,,,,,,,
,"2,12%",,,,,,,,,,,,,,,,,,,,
,"4,87%",,,,,,,,,,,,,,,,,,,,
,"6,47%",,,,,,,,,,,,,,,,,,,,
,"1,70%",,,,,,,,,,,,,,,,,,,,
,"6,77%",,,,,,,,,,,,,,,,,,,,
,"1,35%",,,,,,,,,,,,,,,,,,,,
,"1,97%",,,,,,,,,,,,,,,,,,,,
,"8,87%",,,,,,,,,,,,,,,,,,,,
,"3,52%",,,,,,,,,,,,,,,,,,,,
,"1,45%",,,,,,,,,,,,,,,,,,,,
,"5,51%",,,,,,,,,,,,,,,,,,,,
,"1,58%",,,,,,,,,,,,,,,,,,,,
,"4,49%",,,,,,,,,,,,,,,,,,,,
,"9,78%",,,,,,,,,,,,,,,,,,,,
,"6,99%",,,,,,,,,,,,,,,,,,,,
,"9,27%",,,,,,,,,,,,,,,,,,,,
,"3,48%",,,,,,,,,,,,,,,,,,,,
,"2,81%",,,,,,,,,,,,,,,,,,,,
,"2,71%",,,,,,,,,,,,,,,,,,,,
,"4,83%",,,,,,,,,,,,,,,,,,,,
,"6,10%",,,,,,,,,,,,,,,,,,,,
,"2,02%",,,,,,,,,,,,,,,,,,,,
,"1,65%",,,,,,,,,,,,,,,,,,,,
,"6,11%",,,,,,,,,,,,,,,,,,,,
,"1,73%",,,,,,,,,,,,,,,,,,,,
,"1,49%",,,,,,,,,,,,,,,,,,,,
,"1,50%",,,,,,,,,,,,,,,,,,,,
,"2,48%",,,,,,,,,,,,,,,,,,,,
,"4,70%",,,,,,,,,,,,,,,,,,,,
,"2,24%",,,,,,,,,,,,,,,,,,,,
,"2,67%",,,,,,,,,,,,,,,,,,,,
,"2,61%",,,,,,,,,,,,,,,,,,,,
,"1,07%",,,,,,,,,,,,,,,,,,,,
,"1,36%",,,,,,,,,,,,,,,,,,,,
,"2,36%",,,,,,,,,,,,,,,,,,,,
,"1,69%",,,,,,,,,,,,,,,,,,,,
